"ADSL","queccpalm_m","QUEVEDO","","que7ocparqueperla2-172.22.56.253","4","35","No","TP-Link TD-8817","A0:F3:C1:6F:B2:80","121806231","1","","172.22.56.29/24","192.168.1.1/24","","Revisado","Nat","","B2/7",""
"ADSL","quecct","QUEVEDO","","quedepjguzman2-172.22.41.253","23","35","No","VisionNet M404","F4:EC:38:E9:32:31","60900001061","1","186.5.45.234/29 GW:186.5.45.233","172.22.154.24/24","10.0.0.2","","Revisado","Sin gestion remota","","Directo",""
"ADSL","quecdbarc_m","VENUS DEL RÍO QUEVEDO","","quecresalvadorallende1-172.22.68.254","24","35","No","TP-Link TD-8817","64:70:02:EF:DA:AF","12897408621","1","","172.22.68.25/24","192.168.1.1/24","","Revisado","Nat","","A3/3",""
"ADSL","quecdcarr","QUEVEDO","","quedepdsegunda1-172.22.33.254","17","35","No","TP-Link TD-8811","D8:5D:4C:E4:46:16","10768501860","1","","172.22.33.18/24","192.168.1.1","","","","","A1/5",""
"ADSL","quecdeng","San Jose","","quedepsanjose2-172.22.44.253","","35","No","TP-Link TD-W8951ND","F8:D1:11:8B:24:A3","1167306359","1",""," /24","192.168.1.1 /24","","","","","Directo",""
"ADSL","queceariasd","Nicolas Infante Diaz","","quequenid1-172.22.57.254","","35","No","TP-Link TD-8811","F8:D1:11:2D:D7:A4","11973201725","1","","","192.168.1.1 / 24","","","","","A1/2",""
"ADSL","quecelitardoc","Quevedo","","quedepdsegunda1-172.22.33.254","39","35","No","TP-Link TD-8811","D8:5D:4C:ED:D0:5C","10776101091","1","","172.22.33.40 / 24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","quecemerinod","Quevedo","","quedepjguzman2-172.22.41.253","11","35","No","VisionNet M404","F4:5F:F7:00:0C:2D","40401100001900","2","","172.22.41.80 /24","192.168.1.1 / 24","","","","","",""
"ADSL","quecemora_m","NICOLÁS INFANTE DÍAZ","","que7oc7deoctubreuno1-172.22.52.254","36","35","No","TP-Link TD-W8951ND","F8:1A:67:51:C3:BB","1315604511","1","","172.22.52.87/24","192.168.1.1/24","","Revisado","Nat","","C2/6",""
"ADSL","queceproa","SIETE DE OCTUBRE","","que7oc7deoctubreuno2-172.22.52.253","18","35","No","TP-Link TD-W8901G","B0:48:7A:B7:EE:88","11675501300","1","","172.22.52.67/24","192.168.1.1","","","","","B3/6",""
"ADSL","quecevacac_m","VIVA ALFARO","","quedepvalfaro1-172.22.66.254","8","35","No","Zoom X3","00:01:38:B3:F4:2B","7885660000631","","","172.22.66.9/24","192.168.1.1/24","","Revisado","Password","","A2/4",""
"ADSL","quecfcedenog","Viva Alfaro","","radqvdtelepuerto3-186.3.63.62","","","No","IPTECOM F50/L1/18","00:0C:42:B3:65:CB","50026791","1","","","","172.22.61.8 / 24","","","","TPT3/TPT3",""
"ADSL","quecfguerre","SIETE DE OCTUBRE","","que7oc7deoctubreuno2-172.22.52.253","17","35","No","TP-Link TD-8811","F4:EC:38:DC:53:CE","11487504816","1","","172.22.52.66/24","192.168.1.1","","","","","Directo",""
"ADSL","quecfmorane","Quevedo","","quequemalecon1-172.22.29.254","47","35","No","Zyxel P-660R-T1","40:4A:03:A4:68:46","10005067268","2","","172.22.29.48 / 24","192.168.1..1 / 24","","","","","A1 / 4",""
"ADSL","quecfzambranoa","GUAYACÁN","","que7ocguayacan3-172.22.21.252","18","35","No","VisionNet M404","00:1F:A4:76:55:A5","40412090002058","1","","172.22.21.71.67","10.0.0.3/24","","","","","B2/3","S 01°012.765’ "
"ADSL","quecgaguilarv","7 de Octubre","","que7oc7deoctubreuno1-172.22.52.254","","35","No","TP-Link TD-8811","D8:5D:4C:EF:60:82","10778401041","2","","","192.168.100.1 / 24","","","","","B2 / 5",""
"ADSL","quecgazan","24 de Mayo ","","quequechonqui1-172.22.54.254","12","35","No","TP-Link TD-8817","F8:D1:11:2B:19:A9","11969008977","1","","172.22.54.13/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","quecgazan2","VENUS DEL RÍO QUEVEDO","","que7oclasalud1-172.22.74.254","13","35","No","TP-Link TD-8817","F7:D1:11:2D:DB:DB","11973201933","1","","172.22.74.14/24","192.168.1.1 /24","","Revisado","Nat","","Directo",""
"ADSL","quecgcaicedoa_m","QUEVEDO","","quedepsanjose2-172.22.44.253","1","35","No","VisionNet M404","F4:5F:F7:0B:DD:74","40402110001623","1","","172.22.44.50/24","10.0.0.2 / 24","","","","","C1/2",""
"ADSL","quecgenri_m","QUEVEDO","","quecresalvadorallende1-172.22.68.254","4","35","No","TP-Link TD-W8951ND","F8:1A:67:63:F3:1C","1317400720","1","","172.22.68.5/24","192.168.1.1/24","","Revisado","Nat","","B2/3",""
"ADSL","quecgpgad","Venus","","quequevenus1-172.22.58.254","34","35","No","TP-Link TD-8811","D8:5D:4C:EB:D2:A2","10776101351","1","","","192.168.1.1 / 24","","","","","C2 / 2",""
"ADSL","quecgtova_m","QUEVEDO","","quequechonqui1-172.22.54.254","14","35","No","TP-Link TD-W8951ND","F8:1A:67:63:F0:E8","1317400248","1","","172.22.54.15/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","quecgzambranom1","Quevedo","","quedepdsegunda1-172.22.33.254","3","35","No","VisionNet M404","","","1","","172.22.33.4","10.0.0.3","","","","","A2-8","01º01'54,2""S"
"ADSL","quecgzambranom2","24 de Mayo","","quequechonqui1-172.22.54.254","7","35","No","VisionNet M404","00:1F:A4:76:58:05","40412090000631","1","","172.22.54.8/24","10.0.0.3/24","","","","","","S 01°00.329' "
"ADSL","quechanga","QUEVEDO","","quequemalecon1-172.22.29.254","15","35","No","TP-Link TD-W8901G","B0:48:7A:B7:DC:34","11675401416","1","","172.22.29.16/24","10.0.0.2","","","","","Directo",""
"ADSL","quechkchut","QUEVEDO","","quequebolivar1-172.22.37.254","13","35","No","VisionNet M404","00:1E:E3:81:F4:44","404505080000002","1","","172.22.37.14/24","10.0.0.2 / 24","","","","","A1/2","S 01°01.827’ "
"ADSL","quechmazonb","GUAYACÁN","","que7ocguayacan3-172.22.21.252","42","35","No","Zyxel P-660R-T1","40:4A:06:A4:6A:D0","10005067935","1","","172.22.21.91/24","192.168.1.1/24","","","","","Directo",""
"ADSL","quecigual","SAN CAMILO","","quecresalvadorallende1-172.22.68.254","10","35","No","TP-Link TD-8817","F8:D1:11:2D:D7:95","11973201734","1","","172.22.68.11/24","192.168.1.1 /24","","","","","D2/3",""
"ADSL","quecjibarbor","Quevedo","","quequemalecon1-172.22.29.254","40","35","No","VisionNet M404","00:1F:A4:76:57:01","40412090000633","1","","172.22.29.41/24","10.0.0.2 / 24","","","","","C1/6","S01°01.200’"
"ADSL","quecjmend","7 de Octubre","","que7oc7deoctubreuno2-172.22.52.253","3","35","No","TP-Link TD-8811","F8:D1:11:2D:DB:EC","11973201931","1","","172.22.52.52 /24","192.168.1.1 /24","","","","","B2/9",""
"ADSL","quecjmonc","","","que7oc7deoctubreuno2-172.22.52.253","7","35","No","TP-Link TD-8817","F4:EC:38:9C:44:C5","11586410422","1","","172.22.52.56 / 24","192.168.1.1 /24","","Revisado","Password","","C1/2",""
"ADSL","queckchut","QUEVEDO","","quedepsanjose1-172.22.44.254","3","35","No","VisionNet M404","00:1F:A4:35:52:B0","404506090001427","1","","172.22.44.11","10.0.0.3","","","","","B1/10","01º02'029""S"
"ADSL","queckolve_m","QUEVEDO","","quedepdsegunda2-172.22.33.253","1","35","No","TP-Link TD-8811","F4:EC:38:FA:6A:5B","11579003851","1","","172.22.33.51/24","192.168.1.1 /24","","Revisado","Password","","B3/2",""
"ADSL","queclalbaglil2","SIETE DE OCTUBRE","","que7oc7deoctubredos1-172.22.51.254","5","35","No","TP-Link TD-8811","D8:5D:4C:A6:8A:B9","10769004003","1","","172.22.51.6/24","192.168.1.1 / 24","","","","","B2 / 5",""
"ADSL","queclmoyar","VIVA ALFARO","","quedepvalfaro1-172.22.66.254","4","35","No","TP-Link TD-8817","F8:D1:11:2B:19:AA","11969008991","","","172.22.66.5/24","","","","","","A3/5",""
"ADSL","queclnava","VENUS DEL RÍO QUEVEDO","","queque2patrianueva1-172.22.67.254","10","35","No","TP-Link TD-8811","F8:D1:11:2D:DC:4D","11973202174","2","","172.22.67.11/24","192.168.1.1 /24","","","","","A1/2",""
"ADSL","queclpinc","Quevedo","","quedepjguzman1-172.22.41.254","8","35","No","TP-Link TD-8811","F4:EC:38:DC:47:F0","11487504824","1","","","192.168.1.1","","","","","Directo",""
"ADSL","queclq","24 de Mayo","","queque2galoplaza1-172.22.65.254","29","35","No","TP-Link TD-W8901G","F8:D1:11:78:A4:22","1182801524","","","172.22.65.30/24","192.168.1.1 /24","","Revisado","Sin gestion remota","","A2/8",""
"ADSL","queclvill","QUEVEDO","","quequebolivar1-172.22.37.254","8","35","No","TP-Link TD-W8901G","D8:5D:4C:F7:44:1D","10866803354","2","","172.22.37.9/24","","","","","","Directo",""
"ADSL","quecmazonp","24 de Mayo","","quequechonqui1-172.22.54.254","","35","No","TP-Link TD-8811","D8:5D:4C:E4:40:08","10768501851","1",""," /24","192.168.1.1 /24","","","","","A3/5",""
"ADSL","quecmcanarm","Guayacan","","que7ocguayacan3-172.22.21.252","32","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:2C","10005068266","2","","172.22.21.81 / 24","192.168.1.1 / 24","","","","","B3 / 7",""
"ADSL","quecmcevalloss","Guayacan","","que7ocguayacan3-172.22.21.252","3","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:12","10005068256","1","","172.22.21.52 / 24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","quecmruizp","","","quequebolivar1-172.22.37.254","","35","No","TP-Link TD-W8901G","D0:48:7A:B7:EE:B5","11675501292","1",""," /24","192.168.1.1","","","","","A2/1",""
"ADSL","quecmsand","QUEVEDO","","quedepdsegunda1-172.22.33.254","3","35","No","TP-Link TD-8817","F4:EC:38:9C:65:FA","11586419015","1","","172.22.33.4/24","192.168.1.1 /24","","","","","D1/3",""
"ADSL","quecmsuar","","","quecresalvadorallende1-172.22.68.254","","35","No","TP-Link TD-8817","F8:D1:11:2B:19:D7","11969008999","","","","","","","","","",""
"ADSL","quecmvasque","QUEVEDO","","quequechonqui1-172.22.54.254","28","35","No","TP-Link TD-8811","F8:D1:11:78:A4:8C","1182801404","2","","172.22.54.29/24","192.168.1.254","","","","","B3/6",""
"ADSL","quecmvelezv","GUAYACÁN","","que7ocguayacan3-172.22.21.252","9","35","No","VisionNet M404","00:1F:A4:53:42:3C","40509090000470","1","","172.22.21.101/24","10.0.0.3","","","","","A2/5","S 01°02.722' "
"ADSL","quecmzamb","VENUS DEL RÍO QUEVEDO","","quequevenus2-172.22.58.253","15","35","No","TP-Link TD-8817","F4:EC:38:9C:41:77","11586410425","1","","172.22.58.64/24","192.168.1.1 /24","","Revisado","Password","","Directo",""
"ADSL","quecncrespoa","24 de Mayo","","queque2galoplaza1-172.22.65.254","19","35","No","VisionNet M404","00:1F:A4:76:56:A4","12090001668","1","","172.22.65.20 /24","192.168.1.1 / 24","","","","","A2/1",""
"ADSL","quecnguanin_m","QUEVEDO","","quedepjguzman1-172.22.41.254","14","35","No","VisionNet M404","00:1F:A4:76:5C:A0","40412090001279","1","","172.22.41.15/24","10.0.0.2 / 24","","","","","A3 / 6",""
"ADSL","quecoburg_m","QUEVEDO","","queque2galoplaza1-172.22.65.254","6","35","No","TP-Link TD-8811","D8:5D:4C:EB:D2:34","10776101431","1","","172.22.65.7/24","192.168.1.1/24","","Revisado","Password","","A2/7",""
"ADSL","quecochoar","VENUS DEL RÍO QUEVEDO","","quequevenus1-172.22.58.254","47","35","No","TP-Link TD-8811","F4:EC:38:DC:4A:84","11487504827","1","","172.22.58.48/24","192.168.1.1/24","","","","","C2/10",""
"ADSL","quecoreinosop","San Camilo","","quecrescamilo1-172.22.50.254","8","35","No","VisionNet M404","001FA43554EB","40406090000950","1","","","10.0.0.3","","","","","","S 01°01.764’"
"RADIO","quecorodriguezg","San Camilo","","radqvdtelepuerto1-186.101.86.2","","","No","IPTECOM F50/L1/18","00:0C:42:92:0B:75","50036351","1","","","","172.22.59.28/24","","","","TTCO-QUEVEDO2",""
"ADSL","quecosalv","Guayacan","","que7ocguayacan1-172.22.21.254","","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:2D","10005068266","2","","","10.0.0.2","","","","","B1/1",""
"ADSL","quecozvem","QUEVEDO","","quequebolivar1-172.22.37.254","35","35","No","TP-Link TD-8811","D8:5D:4C:EF:60:34","10778401030","2","186.101.86.27/29 GW:186.101.86.25","172.22.153.2/24","192.168.1.1 / 24","","Revisado","Sin gestion remota","","A3 / 9",""
"ADSL","quecpchoc","QUEVEDO","","quedepsanjose1-172.22.44.254","15","35","No","VisionNet M404","","","1","","172.22.44.16","10.0.0.3","","Revisado","Sin gestion remota","","B1-1",""
"RADIO","quecppared","","","radqvd7octubre3-186.3.63.70","","","No","IPTECOM F50/L1/18","00:0C:42:B3:AD:F1","50026764","1","","","","172.22.64.12 /24","","","","",""
"ADSL","quecralcivarb","Quevedo","","quedepjguzman1-172.22.41.254","25","35","No","VisionNet M404","00:1F:A4:35:50:B1","40406090001069","1","","172.22.41.26 / 24","10.0.0.2 / 24","","","","","Directo",""
"RADIO","quecralve","San Camilo","","radqvdtelepuerto1-186.3.63.6","","","No","IPTECOM F50/L1/18","00:0C:42:EB:E3:C1","50027116","1","","","192.168.0.1 /24","172.22.59.68 / 24","","","","TPT1/Q1",""
"ADSL","quecrbrio","SIETE DE OCTUBRE","","que7oc7deoctubredos1-172.22.51.254","44","35","No","TP-Link TD-8817","F4:EC:38:9C:64:B6","11586419001","1","","172.22.51.45/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","quecrcobag","San Camilo","","quecrescamilo1-172.22.50.254","35","35","No","TP-Link TD-8840","D8:5D:4C:F2:39:0A","10782703189","1","","172.22.50.36 / 24","192.168.1.1 /24","","","","","A2/9",""
"ADSL","quecremghini2","SIETE DE OCTUBRE","","que7oc7deoctubreuno1-172.22.52.254","7","35","No","VisionNet M404","00:1F:A4:76:5A:2B","40412090001454","1","","172.22.52.8/24","10.0.0.3 / 24","","","","","B2/1","S 01°01.622' "
"ADSL","quecrespi_m","Guayacan","","que7ocparqueperla1-172.22.56.254","43","35","No","TP-Link TD-W8951ND","A0:F3:C1:C8:9E:B0","1280607317","1","","172.22.56.44/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","quecriping","QUEVEDO","","quedepsanjose1-172.22.44.254","17","35","No","VisionNet M404","F4:5F:F7:00:19:38","40404100001654","1","","172.22.44.18/24","10.0.0.2/24","","","","","A2/5",""
"ADSL","quecrmunozp_m","San Camilo","","quecrescamilo2-172.22.50.253","21","35","No","","","","","","172.22.50.70/24","","","","","","",""
"ADSL","quecrrome","24 de Mayo","","queque2galoplaza1-172.22.65.254","20","35","No","VisionNet M404","F4:5F:F7:00:10:8F","40401100001187","1","","172.22.65.21/24","10.0.0.2","","","","","B3/1",""
"ADSL","quecrtoba_m","NICOLÁS INFANTE DÍAZ","","quecresalvadorallende1-172.22.68.254","20","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:DF","1315600310","1","","172.22.68.21/24","192.168.1.1 /24","","Revisado","Password","","Directo",""
"ADSL","quecruzroja","QUEVEDO","","quedepjguzman1-172.22.41.254","16","35","No","VisionNet M404","00:1F:A4:35:4F:99","40406090001423","1","","172.22.41.17/24","10.0.0.2 / 24","","","","","B3-9","01º0'68,7""S "
"ADSL","quecrzamo","GUAYACÁN","","que7ocguayacan1-172.22.21.254","45","35","No","TP-Link TD-W8951ND","A0:F3:C1:55:63:2A","1283300071","1","","172.22.21.107/24","192.168.1.1 /24","","Revisado","Password","","A3/2",""
"ADSL","quecrzorr","","","que7ocfaustomolina1-172.22.70.254","48","35","No","TP-Link TD-W8901G","F8:D1:11:8B:22:C0","1167306387","1","","172.22.70.29 /24","192.168.1.1 /24","","","","","",""
"ADSL","quecrzumbam","QUEVEDO","","quedepsanjose1-172.22.44.254","16","35","No","VisionNet M404","00:1F:A4:53:50:61","40509090001466","1","","172.22.44.17/24","10.0.0.3/24","","","","","B2/2","S 01°01.475' "
"ADSL","quecs.a","QUEVEDO","","quedepjguzman1-172.22.41.254","41","35","No","VisionNet M505N","F4:5F:F7:0B:CD:C4","50511010007121","3","186.101.86.34/29 GW:186.101.86.33","172.22.154.2/24","10.0.0.2","","Revisado","","","B2/9",""
"ADSL","quecscdq","QUEVEDO","","quequemalecon2-172.22.29.253","12","35","No","TP-Link TD-8811","F8:D1:11:2B:18:D3","11969008864","1","","172.22.29.63/24","10.0.0.2/24","","","","","Directo",""
"ADSL","quecsfran_m","GUAYACÁN","","que7oclasalud1-172.22.74.254","14","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8A:82","13392803326","1","","172.22.74.15/24","192.168.1.1/24","","Revisado","Nat","","C3/7",""
"ADSL","quecssuz","QUEVEDO","","quequemalecon1-172.22.29.254","39","35","No","TP-Link TD-8811","F4:EC:38:E2:3D:0E","11498204793","1","","172.22.29.40/24","192.168.1.1/24","","Revisado","Nat","","C1/10",""
"ADSL","quecstays","QUEVEDO","","quedepsanjose1-172.22.44.254","9","35","No","VisionNet M404","00:1F:A4:35:53:56","40406090001428","1","","172.22.44.10","10.0.0.2 / 24","","","","","A1-1","01º02'38,4""S "
"RADIO","quecstays2","SAN CAMILO","","radqvdtelepuerto1-186.101.86.2","","","No","IPTECOM F50/L1/18","00:0C:42:4B:E0:81","","","","","","172.22.59.85 /24","","","","TPT1/Q1",""
"RADIO","quectcpwsa","San Camilo","","radqvdtelepuerto1-186.101.86.2","","","No","","00:0C:42:B0:84:59","5002637","1","","","","172.22.59.23/24","","","","",""
"ADSL","quectdonosop","GUAYACÁN","","que7ocguayacan3-172.22.21.252","2","35","No","TP-Link TD-8811","D8:5D:4C:A6:90:C2","10469007981","1","","172.22.21.51/24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","quectsuar","GUAYACÁN","","que7ocparqueperla1-172.22.56.254","9","35","No","Zyxel P-660R-T1","40:4A:3A:AB:C7:CA","100100722082","1","","172.22.56.10/24","192.168.1.1 /24","","","","","",""
"ADSL","quecvalva_m","SIETE DE OCTUBRE","","quedepvalfaro1-172.22.66.254","27","35","No","TP-Link TD-8811","D8:5D:4C:EF:60:34","10778401030","1","","172.22.66.28/24","192.168.1.1/24","","Revisado","Password","","A2/3",""
"ADSL","quecvcard_m","QUEVEDO","","quedepsanjose1-172.22.44.254","44","35","No","TP-Link TD-W8951ND","F8:1A:67:51:C4:8F","1315604513","1","","172.22.44.75/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","quecvizquierdo","QUEVEDO","","quedepjguzman1-172.22.41.254","3","35","No","VisionNet M404","00:1E:E3:81:F5:99","40405080000169","1","","172.22.41.4/24","10.0.0.2 / 24","","","","","B3-1","01º01'66,4""S"
"ADSL","quecvmoncayoc","7 de Octubre","","que7oc7deoctubreuno1-172.22.52.254","2","35","No","Zhone 6211","00:01:38:DF:96:75","8280338","1","","172.22.52.3 / 24","192.168.1.1 / 24","","","","","A1 / 8",""
"ADSL","quecvorbeq","Viva Alfaro","","quedepvalfaro1-172.22.66.254","","35","No","TP-Link TD-W8901G","B0:48:7A:B7:DC:14","11675401419","1","","","192.168.1.1","","","","","A3/7",""
"ADSL","quecwchingl","QUEVEDO","","quequemalecon2-172.22.29.253","2","35","No","VisionNet M505N","F4:5F:F7:0A:F7:96","50511010005560","2","","172.22.29.51/24","10.0.0.2","","","","","B3/7",""
"ADSL","quecysala","GUAYACÁN","","que7ocfaustomolina1-172.22.70.254","33","35","No","TP-Link TD-W8951ND","F8:D1:11:95:3C:14","1178104313","1","","172.22.70.34/24","192.168.1.1 /24","","","","","B1/2",""
"ADSL","quedaargu","GUAYACÁN","","que7ocguayacan3-172.22.21.252","20","35","No","TP-Link TD-8811","F4:EC:38:DC:54:40","11487504806","1","","172.22.21.69/24","10.0.0.2","","","","","A2/9",""
"ADSL","quedaburgosj","QUEVEDO","","quedepjguzman1-172.22.41.254","9","35","No","VisionNet M404","00:1E:E3:81:F6:51","40405080000737","1","","172.22.41.10/24","10.0.0.2 / 24","","","","","B3-2","01º01'66,9""S"
"ADSL","quedacruzp","QUEVEDO","","que7ocguayacan3-172.22.21.252","32","35","No","VisionNet M404","11:11:11:11:11:11","111111111111","1","","172.22.21.81/24","10.0.0.3 /24","","Revisado","Password","","Directo",""
"ADSL","quedadelgadof","SAN CAMILO","","quecrescamilo1-172.22.50.254","2","35","No","VisionNet M404","00:1F:A4:76:57:01","40412090000633","1","","172.22.50.3/24","10.0.0.2 / 24","","","","","Directo",""
"ADSL","quedamoreiral","VENUS DEL RÍO QUEVEDO","","quequevenus1-172.22.58.254","12","35","No","TP-Link TD-8811","D8:5D:4C:EB:D0:78","10776101265","1","","172.22.58.13/24","192.168.1.1 / 24","","","","","B2/4",""
"ADSL","quedaortegao","NICOLÁS INFANTE DÍAZ","","quequenid1-172.22.57.254","23","35","No","VisionNet M404","F4:5F:F7:00:0B:16","40401100001188","2","","172.22.57.150/24","10.0.0.2 / 24","","","","","B3/3",""
"ADSL","quedapina","7 de Octubre","","que7oc7deoctubredos1-172.22.51.254","","35","No","TP-Link TD-W8901G","B0:48:7A:B7:DC:2C","11675401414","2","","","","","","","","B2/4",""
"ADSL","quedarizzop","QUEVEDO","","quedepsanjose1-172.22.44.254","42","35","No","VisionNet M505N","F4:5F:F7:0B:B6:7C","50511010007476","2","","172.22.44.43/24","10.0.0.2","","","","","A2/2",""
"ADSL","quedasuntasigg","Nicolas Infante Diaz","","quequenid1-172.22.57.254","5","35","No","Zyxel P-660R-T1","40:4A:03:A4:68:D1","10005067421","1","","172.22.57.6 / 24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","quedatumb","QUEVEDO","","quedepjguzman2-172.22.41.253","19","35","No","TP-Link TD-W8951ND","90:F6:52:BA:CE:75","1248602105","1","","172.22.41.68/24","192.168.1.1 /24","","","","","C1/4",""
"ADSL","quedavein_m","GUAYACÁN","","que7ocfaustomolina1-172.22.70.254","46","35","No","TP-Link TD-8811","F8:1A:67:A5:8C:05","13392803691","1","","172.22.70.47/24","192.168.1.1/24","","Revisado","Nat","","B2/1",""
"ADSL","quedazamorap","GUAYACÁN","","que7ocfaustomolina1-172.22.70.254","22","35","No","VisionNet M404","00:1E:E3:81:F1:4A","40405080001628","1","","172.22.70.23/24","10.0.0.2 / 24","","","","","C/3",""
"ADSL","quedbseg_m","24 de Mayo ","","queque2galoplaza1-172.22.65.254","32","35","No","TP-Link TD-8817","F8:D1:11:2D:D3:CA","11969008987","1","","172.22.65.33/24","192.168.1.1 /24","","","","","B1/8",""
"ADSL","quedcchoe","Nicolas Infante Diaz","","quequenid1-172.22.57.254","","35","No","VisionNet M404","00:1F:E3:81:F0:21","40405080001640","","","","192.168.1.1 /24","","","","","A1/3",""
"ADSL","quedcmuri_m","SIETE DE OCTUBRE","","que7oc7deoctubreuno2-172.22.52.253","48","35","No","TP-Link TD-W8951ND","F8:D1:11:8B:24:F2","1167306392","1","","172.22.52.79/24","192.168.1.1 /24","","Revisado","Password","","A2/10",""
"ADSL","quedcproanor_m","QUEVEDO","","quequemalecon1-172.22.29.254","10","35","No","TP-Link TD-8811","D8:5D:4C:DD:33:0B","10684413476","1","","172.22.29.11/24","192.168.1.1 / 24","","","","","C1 / 3",""
"ADSL","queddagui_m","SIETE DE OCTUBRE","","que7oc7deoctubredos1-172.22.51.254","25","35","No","TP-Link TD-8811","D8:5D:4C:E4:40:44","10768501854","1","","172.22.51.26/24","192.168.1.1 /24","","","","","B1/3",""
"ADSL","queddindiop","24 de Mayo","","quequechonqui1-172.22.54.254","12","35","No","VisionNet M404","00:1F:A4:76:57:04","40412090002055","1","","172.22.54.13","10.0.0.3","","","","","A2/6","S00º53.746'"
"ADSL","quedealavam","7 de Octubre","","que7oc7deoctubreuno2-172.22.52.253","11","35","No","VisionNet M505N","F4:5F:F7:0B:86:A2","50511010005553","1","","172.22.52.60 / 24","10.0.0.2","","","","","A1/10",""
"ADSL","quedealom","GUAYACÁN","","que7ocparqueperla1-172.22.56.254","32","35","No","VisionNet M505N","F4:5F:F7:0B:35:EE","50511010006604","1","","172.22.56.50/24","10.0.0.2","","","","","C3/9",""
"ADSL","quedebazu","VENUS DEL RÍO QUEVEDO","","quequevenus1-172.22.58.254","23","35","No","TP-Link TD-W8901G","F8:D1:11:78:9E:3F","1170609980","1","","172.22.58.24/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","quedfbaquei","24 de Mayo","","quequechonqui1-172.22.54.254","21","35","No","VisionNet M404","00:1F:A4:35:52:1B","404506090000118","1","","172.22.54.22/24","10.0.0.3 / 24","","","","","A2 / 8",""
"ADSL","quedfplatam","Quevedo","","quequebolivar1-172.22.37.254","40","35","No","VisionNet M404","F4:5F:F7:0B:DC:5A","40402110001036","1","","172.22.37.41 / 24","10.0.0.2 / 24","","","","","A2/8",""
"ADSL","quedfvill","Venus","","queque2patrianueva1-172.22.67.254","","35","No","TP-Link TD-8811","F8:D1:11:2B:17:23","11969008996","1","","","192.168.1.1 /24","","","","","C3/7",""
"ADSL","quedgdel_m","QUEVEDO","","quequemalecon1-172.22.29.254","45","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:86:8F","1279204820","1","","172.22.29.76/24","192.168.1.1/24","","Revisado","Nat","","C1/6",""
"ADSL","quedgmoralesd","Quevedo","","quedepjguzman1-172.22.41.254","1","35","No","VisionNet M404","00:1E:E3:81:F4:47","40405080000003","1","190.95.164.220 / 29 GW: 190.95.164.217","172.22.41.2 / 24","10.0.0.2 / 24","","","","","B1/6","01º01'48,0""S"
"ADSL","quedgmunozg_m","QUEVEDO","","quequemalecon2-172.22.29.253","5","35","No","VisionNet M505N","F4:5F:F7:0B:14:18","50511010006609","1","","172.22.29.54/24","10.0.0.2","","","","","Directo",""
"ADSL","quedgorbe","","","que7ocguayacan3-172.22.21.252","","35","No","TP-Link TD-8817","F8:D1:11:2B:19:B4","11969008981","1","","","192.168.1.1 /24","","","","","Directo",""
"ADSL","quedguan","SAN CAMILO","","quecrescamilo1-172.22.50.254","6","35","No","VisionNet M404","00:1F:A4:53:4E:8A","40509090001461","1","","172.22.50.7/24","10.0.0.3/24","","Revisado","Sin gestion remota","","A2-8","S 01°01.518' "
"ADSL","quedicedenol","SIETE DE OCTUBRE","","que7oc7deoctubreuno2-172.22.52.253","20","35","No","TP-Link TD-8811","D8:5D:4C:F7:43:7C","10866803198","1","","172.22.52.69/24","192.168.1.1 / 24","","","","","B2/6",""
"ADSL","quedipang","","","que7oc7deoctubreuno1-172.22.52.254","36","35","No","TP-Link TD-8817","F8:D1:11:2D:DA:35","11973201727","1","","","192.168.1.1 /24","","","","","Directo",""
"ADSL","quediparr","","","que7oc7deoctubredos1-172.22.51.254","","35","No","TP-Link TD-8811","F8:D1:11:2D:D3:CA","11969008987","1","","","192.168.1.1 /24","","","","","B1/9",""
"ADSL","quedipluab","","","queque2patrianueva1-172.22.67.254","","35","No","TP-Link TD-8817","F4:EC:38:9C:46:6E","11586411071","1","","","192.168.1.1/ 24","","","","","A1/1",""
"ADSL","quedisbeb","7 de Octubre","","que7oc7deoctubredos1-172.22.51.254","13","35","No","TP-Link TD-W8901G","F8:D1:11:7F:8A:D1","1190900530","1","","","192.168.1.1 /24","","","","","Directo",""
"ADSL","quedjborj","","","quedepsanjose1-172.22.44.254","12","35","No","TP-Link TD-8811","F8:D1:11:2D:D7:DA","119732201948","1","","172.22.44.13 /24","192.168.1.1 /24","","","","","C2/7",""
